F1	F2	F3	F4	F5	F6	F7	F8	class
M	0.655	0.525	0.185	1.259	0.487	0.2215	0.445	C
F	0.485	0.39	0.1	0.5565	0.2215	0.1155	0.185	B
I	0.195	0.15	0.045	0.0375	0.018	0.006	0.011	A
F	0.585	0.465	0.165	0.9355	0.4035	0.2275	0.259	B
F	0.525	0.425	0.145	0.7995	0.3345	0.209	0.24	C
M	0.52	0.385	0.14	0.6595	0.2485	0.2035	NA	B
I	0.475	0.365	0.12	0.53	0.2505	0.0975	NA	B
M	0.525	0.395	0.13	0.7635	0.3375	0.1425	0.225	A
I	0.51	0.4	0.15	0.745	0.2865	0.1675	0.235	C
M	0.535	0.42	0.15	0.6995	0.2575	0.153	0.24	C
I	0.515	0.405	0.13	0.573	0.213	0.134	0.195	B
F	0.33	0.26	0.08	0.2	0.0625	0.05	0.07	B
F	0.525	0.4	0.115	0.6295	0.2555	0.144	0.18	C
I	0.22	0.16	0.05	0.049	0.0215	0.01	0.015	A
F	0.58	0.475	0.155	0.974	0.4305	0.23	0.285	B
F	0.595	0.465	0.15	1.0765	0.491	0.22	0.287	B
I	0.45	0.355	0.105	0.4445	0.197	0.093	NA	A
F	0.625	0.47	0.145	0.984	0.475	0.2	0.265	C
F	0.585	0.475	0.165	1.053	0.458	0.217	0.3	C
M	0.49	0.465	0.125	0.5225	0.235	0.13	NA	A
I	0.475	0.375	0.11	0.456	0.182	0.099	0.16	B
F	0.57	0.45	0.18	0.908	0.4015	0.217	0.255	B
M	0.645	0.515	0.185	1.4605	0.5835	0.3155	0.41	C
M	0.62	0.485	0.155	1.049	0.462	0.231	0.25	B
M	0.63	0.525	0.195	1.3135	0.4935	0.2565	0.465	B
I	0.495	0.355	0.12	0.4965	0.214	0.1045	NA	A
M	0.525	0.38	0.125	0.65	0.303	0.155	0.159	A
I	0.41	0.305	0.095	0.2625	0.1	0.0515	0.09	A
M	0.685	0.545	0.205	1.7925	0.8145	0.416	0.461	B
F	0.535	0.4	0.15	0.8045	0.3345	0.2125	0.21	C
I	0.425	0.31	0.095	0.3505	0.1645	0.071	0.1	A
F	0.6	0.475	0.18	1.1805	0.4345	0.2475	0.425	C
M	0.71	0.55	0.2	1.9045	0.882	0.44	0.5	C
M	0.44	0.325	0.115	0.39	0.163	0.087	NA	A
F	0.49	0.39	0.135	0.59	0.215	0.125	0.1845	C
M	0.58	0.46	0.155	1.0335	0.469	0.2225	0.295	B
M	0.665	0.525	0.155	1.3575	0.5325	0.3045	NA	B
M	0.605	0.5	0.175	1.098	0.4765	0.232	0.375	C
I	0.46	0.35	0.115	0.4155	0.18	0.098	NA	A
F	0.48	0.38	0.145	0.59	0.232	0.141	0.23	C
M	0.54	0.435	0.18	0.996	0.3835	0.226	0.325	C
F	0.585	0.435	0.175	0.982	0.4055	0.2495	0.27	B
M	0.575	0.435	0.13	1.0105	0.368	0.222	0.32	B
I	0.36	0.265	0.09	0.2055	0.096	0.037	NA	A
I	0.515	0.38	0.12	0.625	0.3265	0.1295	0.16	A
M	0.58	0.45	0.16	0.8675	0.3935	0.221	0.215	B
M	0.665	0.535	0.225	2.1835	0.7535	0.391	NA	C
F	0.54	0.425	0.16	0.9455	0.3675	0.2005	0.295	B
I	0.43	0.34	0.12	0.3575	0.151	0.0645	0.1045	B
F	0.645	0.51	0.155	1.129	0.5015	0.24	NA	B
I	0.315	0.23	0.09	0.1285	0.043	0.04	NA	A
F	0.635	0.49	0.155	1.145	0.4775	0.3035	NA	B
F	0.62	0.465	0.14	1.1605	0.6005	0.2195	NA	B
M	0.295	0.23	0.085	0.125	0.042	0.0285	NA	A
F	0.615	0.46	0.15	1.0265	0.4935	0.201	NA	B
M	0.665	0.5	0.175	1.2975	0.6075	0.314	0.315	B
I	0.29	0.205	0.07	0.0975	0.036	0.019	0.035	A
F	0.725	0.565	0.21	2.1425	1.03	0.487	0.503	C
M	0.57	0.405	0.16	0.9245	0.3445	0.2185	0.295	C
F	0.66	0.52	0.18	1.514	0.526	0.2975	0.42	C
F	0.61	0.48	0.19	1.2955	0.5215	0.3225	0.365	C
I	0.475	0.35	0.125	0.4225	0.1905	0.079	NA	B
I	0.57	0.45	0.135	0.794	0.3815	0.1415	0.245	A
M	0.355	0.26	0.085	0.1905	0.081	0.0485	0.055	A
M	0.695	0.55	0.22	1.5515	0.566	0.3835	0.445	C
F	0.54	0.44	0.135	0.959	0.2385	0.221	0.3	C
F	0.49	0.38	0.13	0.539	0.229	0.1355	0.165	C
F	0.68	0.55	0.175	1.798	0.815	0.3925	0.455	C
I	0.5	0.38	0.135	0.5285	0.226	0.123	0.209	A
F	0.63	0.5	0.18	1.1965	0.514	0.2325	NA	A
F	0.705	0.555	0.2	1.4685	0.4715	0.3235	0.52	C
M	0.635	0.51	0.185	1.308	0.544	0.318	NA	A
I	0.575	0.445	0.16	0.9175	0.45	0.1935	0.24	B
I	0.355	0.28	0.1	0.2275	0.0935	0.0455	0.085	C
M	0.67	0.52	0.165	1.39	0.711	0.2865	0.3	C
M	0.615	0.475	0.17	1.1825	0.474	0.2895	0.24	C
I	0.435	0.325	0.1	0.342	0.1335	0.0835	0.105	A
M	0.61	0.48	0.165	1.2435	0.5575	0.2675	NA	A
I	0.68	0.53	0.185	1.1095	0.439	0.245	0.34	B
I	0.32	0.23	0.06	0.129	0.0615	0.0275	0.0355	A
F	0.705	0.545	0.18	1.5395	0.6075	0.3675	NA	C
I	0.38	0.275	0.11	0.256	0.11	0.0535	NA	A
F	0.735	0.565	0.225	2.037	0.87	0.5145	NA	C
M	0.59	0.45	0.16	0.998	0.445	0.214	NA	B
F	0.625	0.495	0.16	1.234	0.6335	0.192	0.35	C
M	0.56	0.46	0.235	0.8395	0.3325	0.157	NA	C
M	0.445	0.35	0.115	0.3615	0.1565	0.0695	0.117	A
F	0.49	0.39	0.135	0.5785	0.2465	0.123	NA	C
I	0.65	0.515	0.16	1.1625	0.495	0.203	0.33	C
M	0.72	0.585	0.22	1.914	0.9155	0.448	NA	C
M	0.58	0.475	0.15	0.97	0.385	0.2165	0.35	C
M	0.49	0.385	0.125	0.649	0.32	0.124	NA	A
M	0.63	0.515	0.155	1.259	0.4105	0.197	0.41	C
F	0.51	0.39	0.135	0.6335	0.231	0.179	0.2	B
M	0.48	0.395	0.15	0.6815	0.2145	0.1405	NA	C
I	0.485	0.365	0.125	0.426	0.163	0.0965	NA	A
I	0.38	0.29	0.085	0.2285	0.088	0.0465	0.075	A
M	0.555	0.445	0.13	0.8625	0.4225	0.155	0.24	B
I	0.42	0.325	0.115	0.354	0.1625	0.064	0.105	A
M	0.595	0.46	0.14	0.852	0.4215	0.2255	0.227	B
M	0.72	0.565	0.19	2.081	1.0815	0.4305	NA	C
F	0.58	0.43	0.17	1.48	0.6535	0.324	NA	B
M	0.545	0.45	0.15	0.8795	0.387	0.15	0.2625	C
M	0.615	0.475	0.175	1.224	0.6035	0.261	0.311	B
F	0.485	0.365	0.15	0.9145	0.4145	0.199	NA	A
M	0.6	0.45	0.15	0.8665	0.3695	0.1955	0.255	C
M	0.59	0.5	0.15	1.142	0.485	0.265	0.345	B
I	0.37	0.275	0.1	0.2815	0.1505	0.0505	0.068	A
I	0.52	0.41	0.11	0.5185	0.2165	0.0915	NA	A
I	0.315	0.235	0.08	0.18	0.08	0.045	NA	A
F	0.605	0.485	0.16	1.0565	0.37	0.2355	0.355	B
M	0.525	0.435	0.155	1.065	0.486	0.233	0.285	A
M	0.61	0.475	0.155	0.983	0.4565	0.228	NA	B
I	0.39	0.3	0.105	0.259	0.0955	0.038	0.085	A
M	0.575	0.45	0.155	0.948	0.429	0.206	NA	A
M	0.545	0.44	0.165	0.744	0.2875	0.204	0.25	C
M	0.55	0.425	0.15	0.8315	0.411	0.1765	NA	B
M	0.58	0.445	0.135	0.814	0.3775	0.1915	NA	B
M	0.645	0.52	0.175	1.561	0.709	0.3555	0.4	A
I	0.38	0.275	0.095	0.1375	0.086	0.0585	0.0605	A
I	0.45	0.33	0.1	0.411	0.1945	0.1	NA	A
I	0.55	0.425	0.155	0.8725	0.412	0.187	0.2425	B
I	0.45	0.355	0.11	0.4585	0.194	0.067	0.14	A
I	0.4	0.31	0.1	0.2875	0.1145	0.0635	0.095	B
I	0.475	0.355	0.105	0.468	0.201	0.1115	0.12	A
F	0.49	0.385	0.16	0.656	0.2455	0.171	0.205	B
M	0.65	0.495	0.18	1.793	0.8005	0.339	NA	C
M	0.33	0.245	0.085	0.171	0.0655	0.0365	0.055	C
M	0.68	0.54	0.19	1.623	0.7165	0.354	NA	C
I	0.38	0.27	0.08	0.2105	0.0865	0.042	0.07	A
M	0.51	0.405	0.13	0.7175	0.3725	0.158	0.17	B
I	0.52	0.4	0.13	0.5825	0.233	0.1365	0.18	B
F	0.45	0.355	0.105	0.5225	0.237	0.1165	0.145	A
F	0.615	0.475	0.145	0.9525	0.3915	0.195	0.32	B
I	0.43	0.325	0.11	0.3675	0.1355	0.0935	NA	C
I	0.495	0.33	0.1	0.44	0.177	0.095	0.15	A
M	0.515	0.385	0.13	0.623	0.2855	0.1285	NA	B
F	0.54	0.42	0.14	0.805	0.369	0.1725	0.21	C
I	0.4	0.31	0.1	0.306	0.13	0.06	0.094	A
I	0.385	0.29	0.08	0.2485	0.122	0.0495	NA	A
I	0.17	0.13	0.095	0.03	0.013	0.008	0.01	A
I	0.295	0.22	0.07	0.1365	0.0575	0.0295	0.035	A
F	0.6	0.475	0.16	1.0265	0.485	0.2495	NA	B
M	0.67	0.54	0.195	1.217	0.532	0.2735	NA	C
F	0.485	0.38	0.15	0.605	0.2155	0.14	0.18	C
I	0.39	0.285	0.1	0.281	0.1275	0.062	0.077	A
F	0.665	0.54	0.195	1.764	0.8505	0.3615	0.47	C
F	0.585	0.45	0.16	1.077	0.4995	0.2875	0.25	B
M	0.485	0.355	0.12	0.547	0.215	0.1615	0.14	B
F	0.645	0.52	0.19	1.3105	0.58	0.288	0.37	C
M	0.44	0.375	0.13	0.487	0.226	0.0965	0.155	B
M	0.27	0.2	0.08	0.1205	0.0465	0.028	0.04	A
F	0.56	0.465	0.16	1.0315	0.432	0.2025	0.337	B
I	0.35	0.265	0.11	0.209	0.066	0.059	0.075	B
M	0.425	0.325	0.1	0.3295	0.1365	0.0725	0.11	A
F	0.555	0.42	0.11	0.931	0.4445	0.171	0.225	A
I	0.41	0.31	0.09	0.339	0.155	0.0695	NA	A
M	0.61	0.47	0.15	1.1625	0.565	0.258	NA	C
F	0.64	0.485	0.185	1.4195	0.6735	0.3465	NA	C
M	0.72	0.57	0.2	1.8275	0.919	0.366	NA	B
I	0.455	0.355	0.105	0.372	0.138	0.0765	0.135	B
I	0.515	0.42	0.135	0.711	0.337	0.144	0.205	C
I	0.43	0.335	0.105	0.378	0.188	0.0785	0.09	A
M	0.38	0.3	0.1	0.2505	0.106	0.0535	0.0775	A
M	0.645	0.5	0.175	1.5105	0.6735	0.3755	NA	C
F	0.575	0.475	0.16	0.895	0.3605	0.221	0.271	B
I	0.375	0.275	0.09	0.218	0.093	0.0405	0.0755	A
F	0.6	0.475	0.15	1.0075	0.4425	0.221	0.28	C
F	0.705	0.54	0.205	1.757	0.8265	0.417	0.461	B
I	0.32	0.255	0.085	0.1745	0.072	0.033	NA	A
M	0.505	0.395	0.135	0.5915	0.288	0.1315	0.185	C
F	0.705	0.57	0.185	1.761	0.747	0.3725	0.488	B
I	0.35	0.26	0.085	0.174	0.0705	0.0345	0.06	B
F	0.63	0.505	0.195	1.306	0.516	0.3305	0.375	B
I	0.485	0.36	0.12	0.5155	0.2465	0.1025	0.147	A
F	0.625	0.475	0.175	1.1435	0.4755	0.2475	0.349	B
M	0.475	0.365	0.14	0.6175	0.202	0.1445	0.19	C
I	0.545	0.43	0.14	0.687	0.2615	0.1405	0.25	B
M	0.58	0.465	0.145	0.887	0.4405	0.1655	NA	C
M	0.575	0.475	0.145	0.857	0.3665	0.173	0.269	B
F	0.675	0.51	0.185	1.473	0.6295	0.3025	NA	C
M	0.665	0.515	0.2	1.2695	0.5115	0.2675	NA	C
I	0.425	0.34	0.105	0.389	0.2015	0.0905	NA	A
F	0.415	0.305	0.105	0.3605	0.12	0.082	0.1	B
I	0.59	0.47	0.145	0.974	0.453	0.236	0.289	A
M	0.515	0.38	0.175	0.9565	0.325	0.158	0.31	C
I	0.44	0.32	0.105	0.3875	0.1755	0.074	0.12	B
I	0.46	0.345	0.12	0.4155	0.198	0.0885	NA	A
F	0.625	0.48	0.155	1.2035	0.5865	0.239	0.3185	C
I	0.495	0.38	0.12	0.512	0.233	0.1205	NA	A
F	0.66	0.525	0.16	1.277	0.4975	0.319	0.394	C
F	0.51	0.34	0.18	0.7005	0.312	0.165	0.2	C
I	0.385	0.29	0.09	0.2365	0.1	0.0505	NA	A
F	0.635	0.51	0.175	1.2125	0.5735	0.261	NA	C
M	0.355	0.29	0.09	0.3275	0.134	0.086	0.09	B
F	0.515	0.4	0.17	0.796	0.258	0.1755	0.28	C
F	0.56	0.435	0.185	1.106	0.422	0.2435	0.33	C
I	0.575	0.45	0.145	0.872	0.4675	0.18	0.217	B
I	0.17	0.105	0.035	0.034	0.012	0.0085	0.005	A
M	0.6	0.47	0.165	1.059	0.504	0.241	0.275	B
I	0.46	0.37	0.12	0.5335	0.2645	0.108	0.1345	A
I	0.435	0.345	0.12	0.3215	0.13	0.056	0.1185	A
F	0.345	0.255	0.1	0.197	0.071	0.051	0.06	B
F	0.64	0.525	0.175	1.382	0.646	0.3115	NA	B
I	0.625	0.485	0.16	1.15	0.5255	0.257	0.3315	C
I	0.54	0.425	0.13	0.8155	0.3675	0.1365	0.246	C
I	0.335	0.26	0.085	0.192	0.097	0.03	0.054	A
M	0.36	0.27	0.1	0.217	0.0885	0.0495	NA	A
M	0.595	0.455	0.145	0.942	0.43	0.182	NA	C
I	0.41	0.31	0.09	0.3335	0.1635	0.061	0.091	A
I	0.37	0.275	0.095	0.257	0.1015	0.055	NA	A
M	0.345	0.255	0.09	0.2005	0.094	0.0295	NA	B
I	0.53	0.43	0.13	0.7045	0.346	0.1415	NA	B
M	0.525	0.365	0.17	0.9605	0.438	0.2225	0.276	B
M	0.55	0.44	0.155	0.9155	0.3645	0.195	0.25	A
M	0.71	0.56	0.22	2.015	0.9215	0.454	NA	C
I	0.385	0.285	0.085	0.244	0.1215	0.0445	NA	A
M	0.71	0.555	0.175	2.14	1.2455	0.3725	NA	C
M	0.46	0.375	0.13	0.5735	0.2505	0.119	0.195	B
M	0.56	0.44	0.16	0.8645	0.3305	0.2075	0.26	B
I	0.37	0.27	0.095	0.232	0.1325	0.041	0.0615	A
M	0.415	0.32	0.1	0.3005	0.1215	0.0575	NA	C
M	0.62	0.46	0.16	0.9505	0.4915	0.2	0.228	B
M	0.735	0.57	0.21	2.2355	1.1705	0.463	NA	B
M	0.615	0.47	0.15	1.0875	0.4975	0.283	NA	B
M	0.45	0.355	0.115	0.478	0.18	0.1185	0.155	B
M	0.655	0.58	0.205	2.0805	0.959	0.3415	NA	C
I	0.52	0.39	0.13	0.5545	0.2355	0.1095	0.1895	A
F	0.635	0.5	0.15	1.376	0.6495	0.361	0.31	B
F	0.66	0.475	0.18	1.3695	0.641	0.294	0.335	A
M	0.58	0.45	0.15	0.927	0.276	0.1815	0.36	C
M	0.62	0.47	0.145	1.0865	0.511	0.2715	0.2565	B
F	0.755	0.625	0.21	2.505	1.1965	0.513	NA	C
F	0.52	0.425	0.145	0.7	0.207	0.1905	0.24	C
F	0.61	0.475	0.16	1.1155	0.3835	0.223	NA	B
I	0.575	0.455	0.16	0.9895	0.495	0.195	0.246	B
F	0.64	0.51	0.2	1.3905	0.61	0.3315	0.41	C
F	0.68	0.55	0.2	1.596	0.525	0.4075	NA	C
I	0.415	0.31	0.1	0.2805	0.114	0.0565	NA	A
F	0.575	0.48	0.17	1.1	0.506	0.2485	NA	B
M	0.655	0.49	0.175	1.3585	0.6395	0.294	NA	B
I	0.52	0.41	0.12	0.595	0.2385	0.111	0.19	A
I	0.54	0.42	0.14	0.7265	0.3205	0.1445	NA	B
M	0.52	0.425	0.125	0.79	0.372	0.205	0.19	A
F	0.57	0.45	0.165	0.903	0.3305	0.1845	0.295	C
F	0.66	0.525	0.205	1.3665	0.5005	0.291	NA	C
F	0.645	0.51	0.19	1.363	0.573	0.362	0.36	B
M	0.64	0.525	0.18	1.3135	0.4865	0.2995	NA	B
I	0.515	0.4	0.14	0.7165	0.3495	0.1595	NA	A
M	0.625	0.5	0.13	1.082	0.5785	0.2045	0.25	A
I	0.48	0.37	0.125	0.5435	0.244	0.101	0.165	B
I	0.325	0.24	0.07	0.152	0.0565	0.0305	0.054	A
F	0.54	0.42	0.145	0.8655	0.4315	0.163	NA	B
I	0.33	0.25	0.105	0.1715	0.0655	0.035	0.06	A
M	0.635	0.52	0.175	1.292	0.6	0.269	NA	C
I	0.395	0.31	0.085	0.317	0.153	0.0505	0.0935	A
M	0.66	0.515	0.195	1.5655	0.7345	0.353	0.386	B
F	0.67	0.51	0.155	1.278	0.5605	0.3045	0.358	C
I	0.4	0.295	0.095	0.252	0.1105	0.0575	0.066	A
M	0.61	0.5	0.24	1.642	0.532	0.3345	NA	C
M	0.57	0.45	0.14	0.9275	0.477	0.1605	0.2515	A
I	0.36	0.27	0.085	0.196	0.0905	0.034	NA	A
M	0.53	0.41	0.14	0.7545	0.3495	0.1715	NA	A
F	0.6	0.505	0.19	1.129	0.4385	0.256	0.36	C
I	0.515	0.415	0.135	0.7125	0.285	0.152	0.245	B
M	0.31	0.225	0.08	0.1345	0.054	0.024	0.05	A
M	0.51	0.4	0.14	0.6905	0.259	0.151	0.23	B
I	0.385	0.285	0.09	0.248	0.0935	0.066	NA	A
F	0.45	0.345	0.115	0.496	0.1905	0.117	0.14	C
I	0.43	0.325	0.105	0.309	0.119	0.08	0.098	A
M	0.63	0.485	0.145	1.062	0.5065	0.1785	NA	C
I	0.305	0.245	0.075	0.156	0.0675	0.038	0.045	A
I	0.565	0.44	0.135	0.768	0.3305	0.1385	NA	B
F	0.575	0.46	0.185	1.094	0.4485	0.217	0.345	C
F	0.38	0.29	0.105	0.257	0.099	0.051	0.085	B
F	0.655	0.455	0.17	1.2895	0.587	0.3165	NA	C
F	0.595	0.45	0.15	1.114	0.5865	0.2205	0.25	C
M	0.615	0.475	0.205	1.337	0.5995	0.2815	0.37	C
I	0.45	0.345	0.135	0.443	0.1975	0.0875	0.1175	C
I	0.46	0.355	0.11	0.436	0.1975	0.096	0.125	A
F	0.565	0.44	0.15	0.863	0.435	0.149	0.27	B
F	0.45	0.36	0.125	0.5065	0.222	0.105	0.16	B
F	0.56	0.42	0.18	1.6645	0.7755	0.35	0.4525	B
M	0.465	0.36	0.105	0.488	0.188	0.0845	0.19	B
I	0.325	0.24	0.075	0.187	0.0825	0.0445	0.05	A
I	0.4	0.31	0.1	0.127	0.106	0.071	0.085	A
M	0.58	0.44	0.15	1.0465	0.518	0.2185	NA	B
I	0.545	0.42	0.125	0.717	0.358	0.112	0.22	A
M	0.58	0.43	0.13	0.798	0.365	0.173	NA	B
M	0.545	0.45	0.16	0.8615	0.2925	0.1545	0.365	C
I	0.4	0.3	0.09	0.2815	0.1185	0.061	0.08	A
F	0.58	0.45	0.15	0.92	0.393	0.212	NA	B
M	0.57	0.46	0.14	0.9535	0.4465	0.2065	0.245	C
I	0.14	0.105	0.035	0.0145	0.005	0.0035	0.005	A
F	0.595	0.47	0.25	1.283	0.462	0.2475	0.445	C
M	0.565	0.455	0.17	0.9065	0.342	0.156	0.32	C
F	0.705	0.535	0.18	1.685	0.693	0.42	NA	C
M	0.31	0.225	0.075	0.1295	0.0455	0.0335	0.044	B
F	0.555	0.44	0.145	0.8815	0.43	0.1975	0.2155	A
F	0.65	0.52	0.195	1.281	0.5985	0.246	0.3825	B
M	0.515	0.405	0.14	0.8505	0.312	0.146	0.315	C
F	0.4	0.31	0.115	0.3465	0.1475	0.0695	0.115	B
M	0.63	0.515	0.165	1.352	0.488	0.349	0.45	C
I	0.3	0.235	0.08	0.131	0.05	0.0265	0.043	A
M	0.43	0.345	0.115	0.3045	0.0925	0.055	0.12	C
F	0.435	0.395	0.105	0.3635	0.136	0.098	0.13	B
I	0.37	0.28	0.09	0.218	0.0995	0.0545	NA	A
F	0.37	0.275	0.085	0.2405	0.104	0.0535	0.07	A
M	0.68	0.54	0.155	1.534	0.671	0.379	0.384	B
F	0.57	0.44	0.14	0.9535	0.3785	0.201	0.305	C
I	0.59	0.46	0.125	0.755	0.334	0.15	0.238	B
M	0.62	0.465	0.185	1.274	0.579	0.3065	0.32	C
F	0.64	0.515	0.165	1.3115	0.4945	0.2555	0.41	B
I	0.42	0.32	0.115	0.409	0.2055	0.0935	0.105	A
F	0.5	0.4	0.15	0.8085	0.273	0.112	0.295	C
I	0.335	0.245	0.09	0.2015	0.096	0.0405	0.048	A
M	0.75	0.55	0.18	1.893	0.942	0.397	NA	C
I	0.38	0.275	0.1	0.2255	0.08	0.049	0.085	B
M	0.525	0.415	0.135	0.7945	0.394	0.189	NA	A
F	0.595	0.455	0.14	0.914	0.3895	0.2225	0.271	B
I	0.35	0.26	0.095	0.221	0.0985	0.043	0.07	A
I	0.555	0.435	0.14	0.765	0.3945	0.15	NA	A
M	0.525	0.42	0.155	0.842	0.428	0.1415	NA	B
F	0.515	0.425	0.135	0.712	0.2665	0.1605	0.25	C
M	0.505	0.385	0.105	0.5525	0.239	0.1245	NA	B
I	0.395	0.305	0.105	0.284	0.1135	0.0595	NA	A
F	0.705	0.55	0.17	1.219	0.6395	0.236	0.301	B
F	0.585	0.46	0.17	1.0835	0.3745	0.326	0.325	C
M	0.47	0.37	0.18	0.51	0.1915	0.1285	0.1625	B
M	0.365	0.295	0.08	0.2555	0.097	0.043	0.1	A
F	0.46	0.425	0.155	0.746	0.3005	0.152	NA	A
M	0.7	0.54	0.205	1.74	0.7885	0.373	NA	C
F	0.55	0.465	0.15	1.082	0.3575	0.194	0.19	C
M	0.365	0.285	0.085	0.2205	0.0855	0.0515	0.07	B
I	0.36	0.265	0.075	0.1785	0.0785	0.035	NA	A
I	0.255	0.19	0.06	0.086	0.04	0.0185	0.025	A
F	0.615	0.495	0.155	1.0805	0.52	0.19	0.32	B
M	0.575	0.445	0.17	1.0225	0.549	0.2175	NA	B
F	0.675	0.53	0.175	1.4465	0.6775	0.33	NA	B
M	0.535	0.435	0.14	0.874	0.3735	0.229	NA	A
I	0.505	0.385	0.125	0.596	0.245	0.097	0.21	B
I	0.54	0.415	0.155	0.702	0.322	0.167	0.19	B
M	0.57	0.455	0.15	0.952	0.3895	0.2155	0.2745	B
M	0.58	0.455	0.17	0.93	0.408	0.259	0.22	B
F	0.645	0.49	0.19	1.3065	0.479	0.3565	0.345	C
M	0.515	0.4	0.16	0.8175	0.2515	0.156	0.3	C
M	0.45	0.36	0.16	0.567	0.174	0.1245	0.225	C
F	0.55	0.445	0.155	0.9905	0.544	0.178	0.218	B
F	0.585	0.475	0.185	0.9585	0.4145	0.1615	0.33	C
M	0.6	0.465	0.165	1.038	0.4975	0.2205	0.251	B
M	0.565	0.45	0.16	0.895	0.415	0.195	NA	B
F	0.525	0.415	0.15	0.7055	0.329	0.147	NA	B
M	0.68	0.535	0.185	1.607	0.7245	0.3215	NA	C
I	0.47	0.345	0.115	0.4885	0.2005	0.108	0.166	C
M	0.57	0.43	0.12	1.0615	0.348	0.167	0.31	C
F	0.615	0.48	0.16	1.2525	0.585	0.2595	0.33	A
M	0.49	0.38	0.135	0.5415	0.2175	0.095	0.19	C
F	0.65	0.5	0.17	1.4045	0.694	0.318	0.3235	C
I	0.515	0.4	0.12	0.659	0.2705	0.179	0.17	C
I	0.36	0.3	0.085	0.27	0.1185	0.064	NA	A
F	0.455	0.37	0.105	0.4925	0.216	0.1245	0.135	B
I	0.415	0.325	0.1	0.4665	0.2285	0.1065	NA	A
M	0.605	0.475	0.16	1.616	0.5495	0.332	0.34	C
I	0.42	0.32	0.115	0.376	0.169	0.092	0.1	A
M	0.6	0.465	0.165	1.0475	0.465	0.2345	0.315	C
I	0.4	0.29	0.1	0.2675	0.1205	0.0605	0.0765	A
F	0.64	0.5	0.17	1.5175	0.693	0.326	NA	C
M	0.575	0.465	0.15	1.08	0.595	0.2065	0.238	B
M	0.635	0.495	0.195	1.172	0.445	0.3115	NA	C
I	0.42	0.305	0.11	0.28	0.094	0.0785	0.0955	B
F	0.625	0.49	0.165	1.127	0.477	0.2365	0.3185	B
F	0.52	0.41	0.115	0.807	0.2855	0.179	0.235	C
F	0.52	0.425	0.165	0.9885	0.396	0.225	0.32	C
F	0.625	0.505	0.175	1.15	0.5475	0.256	0.3045	C
F	0.55	0.43	0.125	0.923	0.4035	0.175	NA	A
I	0.31	0.225	0.05	0.1445	0.0675	0.0385	0.045	A
M	0.65	0.505	0.19	1.274	0.59	0.23	NA	C
M	0.62	0.495	0.18	1.2555	0.5765	0.254	0.355	C
M	0.665	0.525	0.16	1.363	0.629	0.279	0.34	A
M	0.615	0.49	0.17	1.145	0.4915	0.208	0.343	C
M	0.27	0.195	0.07	0.106	0.0465	0.018	NA	A
M	0.55	0.46	0.175	0.869	0.3155	0.1825	0.32	B
F	0.535	0.405	0.125	0.927	0.26	0.1425	0.345	C
F	0.535	0.41	0.13	0.7145	0.335	0.144	NA	B
F	0.635	0.5	0.175	1.477	0.684	0.3005	0.39	C
I	0.52	0.38	0.14	0.525	0.1775	0.115	0.185	C
I	0.555	0.395	0.13	0.5585	0.222	0.1245	0.17	B
M	0.5	0.38	0.12	0.5765	0.273	0.135	0.145	B
F	0.47	0.365	0.105	0.4205	0.163	0.1035	0.14	B
I	0.515	0.385	0.125	0.572	0.237	0.1435	0.165	A
I	0.29	0.215	0.06	0.1115	0.053	0.0185	NA	A
F	0.535	0.42	0.15	0.7365	0.2785	0.186	0.215	C
I	0.28	0.21	0.055	0.106	0.0415	0.0265	0.031	A
F	0.305	0.23	0.08	0.156	0.0675	0.0345	NA	A
M	0.52	0.465	0.15	0.9505	0.456	0.199	0.255	A
F	0.525	0.41	0.15	0.708	0.274	0.151	0.25	C
F	0.58	0.445	0.135	0.95	0.484	0.182	NA	A
I	0.2	0.145	0.06	0.037	0.0125	0.0095	NA	A
M	0.58	0.445	0.15	0.9525	0.4315	0.1945	0.287	C
I	0.365	0.27	0.085	0.205	0.078	0.0485	0.07	A
M	0.28	0.21	0.065	0.0905	0.035	0.02	0.03	A
I	0.51	0.455	0.135	0.6855	0.2875	0.154	NA	B
I	0.525	0.4	0.14	0.6055	0.2605	0.108	0.21	B
F	0.51	0.4	0.13	0.5735	0.219	0.1365	0.195	C
I	0.39	0.28	0.09	0.215	0.0845	0.034	NA	A
M	0.385	0.295	0.095	0.335	0.147	0.094	0.09	A
I	0.51	0.395	0.13	0.6025	0.281	0.143	NA	A
F	0.56	0.455	0.125	0.943	0.344	0.129	0.375	C
F	0.62	0.485	0.155	1.1945	0.5105	0.271	NA	B
I	0.485	0.375	0.11	0.464	0.2015	0.09	0.149	A
F	0.505	0.405	0.16	0.6835	0.271	0.145	0.215	B
F	0.575	0.45	0.16	1.068	0.556	0.214	0.2575	B
M	0.58	0.47	0.165	0.9975	0.3935	0.242	0.33	B
I	0.555	0.455	0.17	0.8435	0.309	0.1905	0.3	C
I	0.37	0.275	0.08	0.2325	0.093	0.056	NA	A
M	0.665	0.525	0.18	1.429	0.6715	0.29	0.4	C
M	0.615	0.475	0.175	1.103	0.4635	0.3095	0.2725	B
I	0.165	0.115	0.015	0.0145	0.0055	0.003	NA	A
F	0.46	0.35	0.115	0.46	0.2025	0.1115	NA	A
I	0.54	0.43	0.17	0.836	0.3725	0.1815	0.24	B
